Schultz	B-PERSON
in	O
Galvanstad	B-LOCATION
to	O
discuss	O
drone.	B-WEAPON

Authorities	O
in	O
South	O
Mercedesberg	O
detained	O
Olivia	B-PERSON
Allen	B-PERSON
with	O
explosives	O
resembling	O
grenade	B-WEAPON
at	O
13:30.	B-TIME

Multiple	O
drones	O
carrying	O
sniper	O
rifle	O
spotted	O
near	O
Lake	O
Jamieview	O
just	O
after	O
evening.	B-TIME

Steven	B-PERSON
Ball	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Port	O
Roberto	O
using	O
RPG	B-WEAPON
at	O
20:15.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
IED	B-WEAPON
in	O
Tammyhaven	B-LOCATION
led	O
by	O
Jennifer	B-PERSON
Tapia	B-PERSON
at	O
midnight.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
sniper	O
rifle	O
in	O
North	O
Paulfurt	O
led	O
by	O
Steven	B-PERSON
Armstrong	B-PERSON
at	O
13:30.	B-TIME

Raymond	B-PERSON
Alexander	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Hughesburgh	B-LOCATION
around	O
13:30.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
sniper	O
rifle	O
in	O
Stevenborough	B-LOCATION
led	O
by	O
Timothy	B-PERSON
Nguyen	B-PERSON
at	O
dawn.	B-TIME

Authorities	O
in	O
Port	O
Christopher	O
detained	O
Bradley	B-PERSON
Bradley	B-PERSON
with	O
explosives	O
resembling	O
AK-47	B-WEAPON
at	O
20:15.	B-TIME

Authorities	O
in	O
Wandatown	B-LOCATION
detained	O
Kathleen	B-PERSON
Cole	B-PERSON
with	O
explosives	O
resembling	O
RPG	B-WEAPON
at	O
13:30.	B-TIME

dawn:	B-TIME
Surveillance	O
detected	O
Kevin	B-PERSON
Barnes	B-PERSON
transporting	O
drone	B-WEAPON
through	O
Johnstonville.	B-LOCATION

Robin	B-PERSON
Mitchell	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Billyborough	B-LOCATION
using	O
chemical	O
gas	O
at	O
evening.	B-TIME

07:45:	B-TIME
Surveillance	O
detected	O
Mary	B-PERSON
Scott	B-PERSON
transporting	O
chemical	O
gas	O
through	O
Angelaberg.	B-LOCATION

Jeremy	B-PERSON
Gray	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Thomaschester	B-LOCATION
around	O
evening.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
grenade	B-WEAPON
in	O
West	O
Alexander	O
led	O
by	O
Anthony	B-PERSON
Mitchell	B-PERSON
at	O
dawn.	B-TIME

03:00:	B-TIME
Surveillance	O
detected	O
Nicole	B-PERSON
Evans	B-PERSON
transporting	O
RPG	B-WEAPON
through	O
Smithstad.	B-LOCATION

20:15:	B-TIME
Surveillance	O
detected	O
Timothy	B-PERSON
Miller	B-PERSON
transporting	O
RPG	B-WEAPON
through	O
Davenportstad.	B-LOCATION

Brittany	B-PERSON
Gross	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Port	O
Davidburgh	O
around	O
13:30.	B-TIME

Cynthia	B-PERSON
Leonard	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
East	O
Dustin	O
using	O
sniper	O
rifle	O
at	O
03:00.	B-TIME

Authorities	O
in	O
Port	O
Williamfurt	O
detained	O
Wesley	B-PERSON
Raymond	B-PERSON
with	O
explosives	O
resembling	O
sniper	O
rifle	O
at	O
midnight.	B-TIME

Authorities	O
in	O
New	O
David	B-PERSON
detained	O
Benjamin	B-PERSON
Young	B-PERSON
with	O
explosives	O
resembling	O
grenade	B-WEAPON
at	O
midnight.	B-TIME

Authorities	O
in	O
Port	O
Caitlin	O
detained	O
Natasha	B-PERSON
Walsh	B-PERSON
with	O
explosives	O
resembling	O
RPG	B-WEAPON
at	O
20:15.	B-TIME

A	O
joint	O
operation	O
led	O
by	O
Jacqueline	B-PERSON
Wilson	B-PERSON
uncovered	O
hidden	O
drone	B-WEAPON
caches	O
in	O
East	O
Jacobshire.	O

Authorities	O
in	O
South	O
Williamton	O
detained	O
Deborah	B-PERSON
Baker	B-PERSON
with	O
explosives	O
resembling	O
RPG	B-WEAPON
at	O
evening.	B-TIME

Noah	B-PERSON
Castaneda	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Amyshire	B-LOCATION
around	O
dawn.	B-TIME

Anthony	B-PERSON
Barrera	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
West	O
Nicolefurt	O
around	O
03:00.	B-TIME

A	O
joint	O
operation	O
led	O
by	O
Jordan	B-PERSON
Price	B-PERSON
uncovered	O
hidden	O
sniper	O
rifle	O
caches	O
in	O
Port	O
Robert.	O

Military	O
sources	O
say	O
Kelly	B-PERSON
Friedman	B-PERSON
planned	O
a	O
strike	O
at	O
Williamfort	B-LOCATION
using	O
drone	B-WEAPON
at	O
20:15.	B-TIME

Patrick	B-PERSON
Arnold	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Lake	O
Deniseview	O
around	O
03:00.	B-TIME

Multiple	O
drones	O
carrying	O
RPG	B-WEAPON
spotted	O
near	O
Lisachester	B-LOCATION
just	O
after	O
13:30.	B-TIME

Luis	B-PERSON
Guzman	B-PERSON
and	O
Brian	B-PERSON
Taylor	B-PERSON
conducted	O
a	O
drill	O
with	O
chemical	O
gas	O
near	O
Reedfort	B-LOCATION
around	O
03:00.	B-TIME

Gwendolyn	B-PERSON
Turner	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Marychester	B-LOCATION
using	O
IED	B-WEAPON
at	O
07:45.	B-TIME

03:00:	B-TIME
Surveillance	O
detected	O
Matthew	B-PERSON
Blankenship	B-PERSON
transporting	O
RPG	B-WEAPON
through	O
Nicholastown.	B-LOCATION

Military	O
sources	O
say	O
Timothy	B-PERSON
Contreras	B-PERSON
planned	O
a	O
strike	O
at	O
New	O
Karen	O
using	O
drone	B-WEAPON
at	O
20:15.	B-TIME

Military	O
sources	O
say	O
Roger	B-PERSON
Hanson	B-PERSON
planned	O
a	O
strike	O
at	O
North	O
Jennifer	O
using	O
chemical	O
gas	O
at	O
20:15.	B-TIME

Desiree	B-PERSON
Medina	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Joshuachester	B-LOCATION
using	O
chemical	O
gas	O
at	O
20:15.	B-TIME

Elizabeth	B-PERSON
Rose	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
New	O
Thomaston	O
around	O
midnight.	B-TIME

Multiple	O
drones	O
carrying	O
RPG	B-WEAPON
spotted	O
near	O
East	O
Andrealand	O
just	O
after	O
07:45.	B-TIME

Authorities	O
in	O
Goodmanland	B-LOCATION
detained	O
Scott	B-PERSON
Wilson	B-PERSON
with	O
explosives	O
resembling	O
grenade	B-WEAPON
at	O
07:45.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
grenade	B-WEAPON
in	O
Andrewville	B-LOCATION
led	O
by	O
Matthew	B-PERSON
Martinez	B-PERSON
at	O
midnight.	B-TIME

Military	O
sources	O
say	O
Robert	B-PERSON
Gonzalez	B-PERSON
planned	O
a	O
strike	O
at	O
Ninaberg	B-LOCATION
using	O
sniper	O
rifle	O
at	O
20:15.	B-TIME

A	O
joint	O
operation	O
led	O
by	O
Amanda	B-PERSON
Williams	B-PERSON
uncovered	O
hidden	O
sniper	O
rifle	O
caches	O
in	O
Raymondbury.	B-LOCATION

Authorities	O
in	O
Jenniferchester	B-LOCATION
detained	O
Natalie	B-PERSON
Taylor	B-PERSON
with	O
explosives	O
resembling	O
RPG	B-WEAPON
at	O
07:45.	B-TIME

Jamie	B-PERSON
Sullivan	B-PERSON
and	O
Barbara	B-PERSON
White	B-PERSON
conducted	O
a	O
drill	O
with	O
RPG	B-WEAPON
near	O
North	O
Donald	O
around	O
evening.	B-TIME

midnight:	B-TIME
Surveillance	O
detected	O
Bonnie	B-PERSON
Scott	B-PERSON
transporting	O
drone	B-WEAPON
through	O
Collinsmouth.	B-LOCATION

dawn:	B-TIME
Surveillance	O
detected	O
Robert	B-PERSON
Mcguire	B-PERSON
transporting	O
sniper	O
rifle	O
through	O
Port	O
Lindaside.	O

20:15:	B-TIME
Surveillance	O
detected	O
Dawn	B-PERSON
Sanchez	B-PERSON
transporting	O
AK-47	B-WEAPON
through	O
Toddmouth.	B-LOCATION

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
RPG	B-WEAPON
in	O
Nicholsfurt	B-LOCATION
led	O
by	O
John	B-PERSON
Allen	O
IV	B-PERSON
at	O
20:15.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
sniper	O
rifle	O
in	O
Nathanville	B-LOCATION
led	O
by	O
Sarah	B-PERSON
Aguilar	B-PERSON
at	O
03:00.	B-TIME

midnight:	B-TIME
Surveillance	O
detected	O
Brianna	B-PERSON
Martin	O
DVM	B-PERSON
transporting	O
sniper	O
rifle	O
through	O
Port	O
Jeffreyview.	O

A	O
joint	O
operation	O
led	O
by	O
Becky	B-PERSON
Lane	B-PERSON
uncovered	O
hidden	O
sniper	O
rifle	O
caches	O
in	O
Whitefurt.	B-LOCATION

A	O
joint	O
operation	O
led	O
by	O
Felicia	B-PERSON
Powell	B-PERSON
uncovered	O
hidden	O
sniper	O
rifle	O
caches	O
in	O
New	O
Derekland.	O

Authorities	O
in	O
East	O
Markbury	O
detained	O
Jason	B-PERSON
Douglas	B-PERSON
with	O
explosives	O
resembling	O
grenade	B-WEAPON
at	O
evening.	B-TIME

Susan	B-PERSON
Mccarty	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
West	O
Valerieburgh	O
around	O
07:45.	B-TIME

Patrick	B-PERSON
Hubbard	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Stevenston	B-LOCATION
using	O
sniper	O
rifle	O
at	O
20:15.	B-TIME

Military	O
sources	O
say	O
Amanda	B-PERSON
Wagner	B-PERSON
planned	O
a	O
strike	O
at	O
Port	O
Stephenhaven	O
using	O
IED	B-WEAPON
at	O
evening.	B-TIME

Sonia	B-PERSON
Olsen	B-PERSON
and	O
Tina	B-PERSON
Smith	B-PERSON
conducted	O
a	O
drill	O
with	O
drone	B-WEAPON
near	O
Thomasstad	B-LOCATION
around	O
07:45.	B-TIME

Military	O
sources	O
say	O
Sally	B-PERSON
Young	B-PERSON
planned	O
a	O
strike	O
at	O
East	O
Ryanview	O
using	O
drone	B-WEAPON
at	O
03:00.	B-TIME

Authorities	O
in	O
Knightville	B-LOCATION
detained	O
Kelsey	B-PERSON
Munoz	B-PERSON
with	O
explosives	O
resembling	O
AK-47	B-WEAPON
at	O
evening.	B-TIME

Meghan	B-PERSON
Reid	B-PERSON
and	O
Chad	B-PERSON
Arroyo	B-PERSON
conducted	O
a	O
drill	O
with	O
grenade	B-WEAPON
near	O
West	O
James	O
around	O
midnight.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
drone	B-WEAPON
in	O
Laurietown	B-LOCATION
led	O
by	O
Kim	B-PERSON
Hunt	B-PERSON
at	O
13:30.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
grenade	B-WEAPON
in	O
South	O
Bruceport	O
led	O
by	O
Christine	B-PERSON
Lopez	B-PERSON
at	O
20:15.	B-TIME

Emma	B-PERSON
Brown	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Lake	O
Brendaland	O
around	O
07:45.	B-TIME

A	O
joint	O
operation	O
led	O
by	O
Brian	B-PERSON
Young	B-PERSON
uncovered	O
hidden	O
AK-47	B-WEAPON
caches	O
in	O
Hodgehaven.	B-LOCATION

Misty	B-PERSON
Johnson	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Adamsmouth	B-LOCATION
around	O
03:00.	B-TIME

Authorities	O
in	O
Davidborough	B-LOCATION
detained	O
Claudia	B-PERSON
Thompson	B-PERSON
with	O
explosives	O
resembling	O
sniper	O
rifle	O
at	O
20:15.	B-TIME

A	O
joint	O
operation	O
led	O
by	O
Kayla	B-PERSON
Jackson	B-PERSON
uncovered	O
hidden	O
drone	B-WEAPON
caches	O
in	O
South	O
Anna.	O

At	O
20:15,	B-TIME
Todd	B-PERSON
Case	B-PERSON
met	O
with	O
Casey	B-PERSON
Pugh	B-PERSON
in	O
East	O
Angela	O
to	O
discuss	O
RPG.	B-WEAPON

Military	O
sources	O
say	O
Sarah	B-PERSON
Mcdonald	B-PERSON
planned	O
a	O
strike	O
at	O
Alyssamouth	B-LOCATION
using	O
drone	B-WEAPON
at	O
13:30.	B-TIME

Multiple	O
drones	B-WEAPON
carrying	O
drone	B-WEAPON
spotted	O
near	O
Stanleybury	B-LOCATION
just	O
after	O
07:45.	B-TIME

John	B-PERSON
Wheeler	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
North	O
Shirleyfort	O
using	O
IED	B-WEAPON
at	O
03:00.	B-TIME

Authorities	O
in	O
Smithchester	B-LOCATION
detained	O
David	B-PERSON
Gonzalez	B-PERSON
with	O
explosives	O
resembling	O
grenade	B-WEAPON
at	O
20:15.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
AK-47	B-WEAPON
in	O
Ericaland	B-LOCATION
led	O
by	O
John	B-PERSON
Price	B-PERSON
at	O
03:00.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
chemical	O
gas	O
in	O
Warrenton	B-LOCATION
led	O
by	O
Nicole	B-PERSON
Clarke	B-PERSON
at	O
07:45.	B-TIME

Allison	B-PERSON
Reyes	B-PERSON
and	O
Brandon	B-PERSON
Williams	B-PERSON
conducted	O
a	O
drill	O
with	O
drone	B-WEAPON
near	O
Andersonville	B-LOCATION
around	O
evening.	B-TIME

A	O
joint	O
operation	O
led	O
by	O
Monica	B-PERSON
Velasquez	B-PERSON
uncovered	O
hidden	O
IED	B-WEAPON
caches	O
in	O
Sonyaborough.	B-LOCATION

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
RPG	B-WEAPON
in	O
Kaylaville	B-LOCATION
led	O
by	O
Michelle	B-PERSON
Patel	B-PERSON
at	O
evening.	B-TIME

Bridget	B-PERSON
Kennedy	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
East	O
Travisland	O
around	O
dawn.	B-TIME

A	O
joint	O
operation	O
led	O
by	O
Debra	B-PERSON
Hernandez	B-PERSON
uncovered	O
hidden	O
AK-47	B-WEAPON
caches	O
in	O
Brandonbury.	B-LOCATION

dawn:	B-TIME
Surveillance	O
detected	O
Reginald	B-PERSON
Cruz	B-PERSON
transporting	O
sniper	O
rifle	O
through	O
North	O
Tannerstad.	O

20:15:	B-TIME
Surveillance	O
detected	O
Joseph	B-PERSON
Jones	B-PERSON
transporting	O
RPG	B-WEAPON
through	O
Kerrshire.	B-LOCATION

Military	O
sources	O
say	O
Steven	B-PERSON
Hamilton	B-PERSON
planned	O
a	O
strike	O
at	O
New	O
Jonathanville	O
using	O
IED	B-WEAPON
at	O
20:15.	B-TIME

Timothy	B-PERSON
Gordon	B-PERSON
and	O
Stephanie	B-PERSON
Hunter	B-PERSON
conducted	O
a	O
drill	O
with	O
grenade	B-WEAPON
near	O
New	O
Barbaramouth	O
around	O
midnight.	B-TIME

Military	O
sources	O
say	O
James	B-PERSON
Quinn	B-PERSON
planned	O
a	O
strike	O
at	O
North	O
Lisaside	O
using	O
RPG	B-WEAPON
at	O
evening.	B-TIME

Multiple	O
drones	B-WEAPON
carrying	O
drone	B-WEAPON
spotted	O
near	O
Matthewberg	B-LOCATION
just	O
after	O
midnight.	B-TIME

Multiple	O
drones	O
carrying	O
AK-47	B-WEAPON
spotted	O
near	O
West	O
Audrey	O
just	O
after	O
20:15.	B-TIME

Multiple	O
drones	O
carrying	O
grenade	B-WEAPON
spotted	O
near	O
Hilltown	B-LOCATION
just	O
after	O
03:00.	B-TIME

Multiple	O
drones	O
carrying	O
IED	B-WEAPON
spotted	O
near	O
Stevenberg	B-LOCATION
just	O
after	O
evening.	B-TIME

Jonathan	B-PERSON
Garcia	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Khanview	B-LOCATION
using	O
grenade	B-WEAPON
at	O
midnight.	B-TIME

Laura	B-PERSON
Murphy	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Brendaberg	B-LOCATION
using	O
grenade	B-WEAPON
at	O
03:00.	B-TIME

At	O
20:15,	B-TIME
Amanda	B-PERSON
Lyons	B-PERSON
met	O
with	O
Rodney	B-PERSON
Collins	O
DVM	B-PERSON
in	O
West	O
Brandonberg	O
to	O
discuss	O
chemical	O
gas.	O

Collin	B-PERSON
Ho	B-PERSON
and	O
Mark	B-PERSON
Carpenter	B-PERSON
conducted	O
a	O
drill	O
with	O
IED	B-WEAPON
near	O
Port	O
Christopher	O
around	O
07:45.	B-TIME

Authorities	O
in	O
Port	O
April	O
detained	O
Richard	B-PERSON
Boyd	B-PERSON
with	O
explosives	O
resembling	O
sniper	O
rifle	O
at	O
dawn.	B-TIME

Gary	B-PERSON
Holmes	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Lynnstad	B-LOCATION
around	O
